AT,TAT,TEY,CLUSTER
23.035,549.92,133.03,0
23.802,549.77,124.72,0
24.463,550.07,124.92,0
24.834,542.86,141.64,0
24.915,549.67,133.21,1
24.47,549.67,134.09,0
23.656999999999996,549.98,134.31,0
22.533,550.31,135.27,0
21.747,550.29,135.11,0
21.368000000000002,550.08,132.85,0
20.984,550.11,134.78,0
20.608,549.82,134.2,0
20.28,550.25,134.64,0
20.014,550.05,133.69,0
19.715,549.84,134.16,0
19.375,547.51,121.18,1
18.479,549.55,109.78,0
17.827,549.99,109.77,0
17.162,549.97,109.87,0
16.584,550.06,109.85,0
16.462,550.24,127.71,1
16.879,549.73,134.98,0
19.075,550.04,133.93,0
20.712,550.09,134.06,0
21.631,550.01,133.76,0
22.29300000000001,549.91,134.48,1
22.945,550.12,132.96,1
23.274,549.82,133.8,1
23.331,549.82,134.03,1
22.998,550.3,133.7,1
22.366,549.8,133.44,0
21.205,550.33,134.33,0
19.872,550.03,135.3,0
18.817,550.05,132.04,0
17.784000000000006,550.19,133.23,0
16.484,549.79,133.23,0
15.478,550.08,133.44,1
14.63,549.77,133.56,0
14.175,548.84,127.14,1
14.005999999999998,549.45,109.27,1
13.501,548.27,109.37,2
13.152999999999999,548.97,109.31,2
13.17,548.9,108.92,2
13.106,549.74,109.5,1
13.263,549.15,109.78,1
13.993,549.65,120.63,1
15.812999999999999,549.92,135.36,0
18.232,549.98,134.93,0
20.215999999999998,550.12,134.12,0
21.474,549.98,133.94,1
22.039,550.13,133.36,0
22.3,550.01,133.92,0
21.963,549.87,133.97,1
21.741999999999997,549.7,134.69,1
21.305999999999997,550.04,128.73,0
20.521,549.58,134.52,0
19.954,549.68,135.6,1
19.412,550.22,138.85,1
19.205,550.22,134.62,1
19.19,549.92,134.61,0
18.669,550.1,134.86,0
18.226,550.03,115.27,0
17.824,550.01,125.21,0
17.246,549.88,109.48,0
17.058,550.06,109.9,0
16.99,549.96,109.24,0
16.715,549.93,109.4,0
17.051,549.95,109.66,0
16.734,549.82,109.87,0
16.45,549.62,107.47,0
16.534000000000002,549.72,133.76,0
16.776,549.66,134.18,0
17.059,549.99,134.46,0
18.817,549.88,133.99,0
20.256,549.92,134.15,0
21.183000000000003,549.67,133.1,0
21.445,549.71,133.9,0
21.641,550.31,134.45,0
21.11,549.99,134.08,0
20.781999999999996,549.62,134.32,0
20.683000000000003,549.67,134.75,0
20.379,549.82,133.7,0
19.848,549.8,133.56,0
19.942,550.09,126.24,0
19.914,550.1,128.93,0
19.64,550.25,126.01,0
19.714000000000002,549.94,109.27,0
19.676,550.06,108.29,0
19.545,550.0,108.07,0
19.526,549.99,108.94,0
18.875999999999998,550.06,109.81,0
18.247,549.83,117.52,0
18.395,550.03,122.85,0
18.732,549.72,135.71,0
20.406,549.81,134.56,0
21.624000000000002,549.79,133.63,0
22.503,549.87,132.73,0
23.217,550.0,109.3,0
23.107,549.97,110.88,0
23.29300000000001,549.76,125.01,0
22.855999999999998,550.13,109.63,0
22.006999999999998,550.15,112.18,0
21.241999999999997,550.13,109.73,0
20.445,550.26,122.55,0
20.268,549.97,116.2,0
20.32,550.07,109.25,0
20.658,549.8,109.65,0
20.772,549.95,109.11,0
20.752,549.91,109.54,0
20.424,549.83,108.36,0
20.335,550.11,108.33,0
20.299,550.02,110.58,0
20.164,549.94,109.74,0
20.028,550.04,108.82,0
19.922,550.05,109.4,0
19.921,549.94,119.43,0
19.848,549.61,134.27,0
19.84,549.81,134.85,0
19.055999999999997,549.99,134.62,0
18.18,550.3,133.93,0
18.232,550.01,118.37,0
19.54,550.03,109.63,0
20.262999999999998,549.99,108.44,0
19.715,542.1,115.28,1
19.222,549.4,109.07,0
18.512999999999998,550.06,109.88,0
18.338,549.92,109.96,0
18.331,550.09,110.31,0
17.871,549.76,109.21,0
17.67,549.94,108.46,0
17.910999999999994,549.97,109.66,0
18.082,550.07,108.95,0
18.092,550.16,108.08,0
18.417,550.07,109.23,0
18.669,549.87,109.18,0
18.824,550.06,108.43,0
18.652,549.93,109.27,0
18.271,549.87,109.34,0
17.954,550.06,109.21,0
17.668,550.11,109.19,0
17.451,549.98,109.81,0
17.274,549.77,109.53,0
17.657,550.02,108.81,0
18.465999999999998,549.95,108.74,0
19.038,549.98,108.49,0
19.3,550.05,109.67,0
19.69,549.99,108.44,0
19.909000000000002,549.93,109.47,0
19.867,550.08,109.49,0
19.43,550.1,109.66,0
18.824,549.9,109.04,0
18.183,549.84,110.55,0
17.465999999999998,549.86,111.01,0
16.694000000000006,549.89,108.61,0
16.335,549.83,108.97,0
16.127,549.93,109.78,0
16.07,550.0,109.53,0
15.857000000000001,549.63,109.81,0
15.634,548.88,109.57,0
15.799000000000001,549.98,109.56,0
16.143,550.09,110.63,0
16.465,550.0,109.63,0
16.825,550.1,110.14,0
17.123,549.86,109.99,0
17.142,550.11,129.32,0
17.247,549.92,118.9,0
17.535,549.81,109.72,0
18.475,550.06,108.64,0
19.676,549.91,109.76,0
20.538,550.02,110.16,0
20.785,549.99,109.22,0
20.598000000000006,549.92,108.97,0
20.434,549.94,109.47,0
20.522,549.92,108.58,0
20.544,550.03,108.23,0
20.117,549.82,109.56,0
19.452,549.97,110.28,0
18.794,550.05,108.15,0
17.733,549.95,108.71,0
16.264,549.4,109.25,0
14.854000000000001,549.65,109.71,1
20.48,537.69,116.71,2
19.101,550.16,134.26,0
18.525,549.95,133.37,0
17.992,550.25,133.5,0
16.993,550.04,133.74,0
16.242,549.87,134.22,0
15.517999999999999,538.95,121.27,2
13.630999999999998,533.16,119.74,2
16.471,549.93,112.44,0
19.346,550.16,110.17,0
20.813000000000002,549.9,110.84,0
21.725,550.06,110.26,0
22.392,550.11,109.73,0
22.935,549.26,130.19,1
22.605,549.68,131.14,0
22.54,550.39,132.94,0
23.471999999999998,550.18,128.17,0
24.25,549.94,110.52,0
24.468000000000004,549.97,109.44,0
24.193,550.04,110.37,0
25.085,550.26,126.84,0
25.515,549.8,125.92,0
25.449,549.87,121.89,0
26.303,550.08,123.21,0
26.576999999999998,550.14,127.27,0
25.759,550.03,133.7,0
25.627,550.25,133.79,0
26.396,549.72,133.55,0
26.052,550.39,133.86,0
25.426,550.29,132.98,0
25.219,550.31,132.94,0
25.551,549.92,132.33,0
25.584,549.72,132.27,0
25.561999999999998,550.12,133.15,0
24.608,548.51,133.44,1
25.226999999999997,549.87,132.81,0
25.0,549.7,133.32,0
24.596,550.05,130.77,0
25.335,550.18,126.56,0
25.171,549.83,133.1,0
25.075,550.23,133.88,0
24.833000000000002,550.26,132.48,0
21.956999999999997,549.85,133.82,0
21.175,550.25,133.23,0
20.975,549.7,132.83,0
19.609,550.27,133.61,0
18.017,549.79,133.52,1
16.646,550.29,134.04,0
17.867,549.76,134.53,0
18.362000000000002,550.26,133.13,0
18.554000000000002,549.76,126.64,0
18.433,549.92,109.77,0
18.546,549.8,109.59,0
18.996,550.18,110.83,0
19.282,549.95,111.53,0
19.468,549.93,112.19,0
19.909000000000002,549.95,110.6,0
20.169,550.1,109.57,0
20.38,549.95,128.45,0
20.623,541.29,143.52,0
18.585,536.68,152.77,0
19.812,546.85,138.44,1
20.81,549.95,134.1,1
19.965999999999998,550.0,133.96,1
18.953,549.89,133.97,1
18.553,540.47,145.03,0
17.98,533.75,155.58,0
17.131,532.61,155.64,0
16.197,547.24,138.2,1
15.934000000000001,550.1,132.72,1
15.144,549.87,133.51,1
14.71,549.99,134.94,1
14.243,549.92,133.79,0
13.857000000000001,534.02,156.24,0
13.120999999999999,549.94,134.2,0
12.722000000000001,549.89,134.07,0
12.648,550.18,134.44,0
12.600999999999999,550.02,134.32,0
12.462,550.06,135.27,0
12.292,550.01,134.72,0
12.536,549.98,134.78,0
13.312000000000001,549.98,134.08,0
15.231,533.36,154.76,0
17.772000000000006,549.21,139.45,0
19.294,536.85,150.58,0
19.891,549.36,118.0,0
19.558,550.11,128.66,0
19.712,549.72,133.98,0
20.266,549.9,133.97,0
20.384,549.66,134.16,1
19.772000000000002,549.84,134.63,1
18.477999999999998,549.85,135.43,1
17.799,550.07,120.88,0
17.712,550.04,109.48,0
17.537,549.99,109.25,0
16.851,550.1,121.54,0
16.137999999999998,550.02,133.21,0
15.549000000000001,549.56,141.12,1
15.182,549.72,134.13,0
14.765,550.05,133.37,0
14.375,549.84,126.93,0
14.378,550.04,108.97,0
14.299000000000001,549.87,133.49,0
14.491,550.02,134.34,0
15.102,531.45,156.87,0
16.602,535.35,153.13,0
18.067,534.03,153.53,0
19.395,536.54,151.61,0
20.705,535.45,152.38,0
21.583000000000002,546.61,119.53,0
21.421,544.13,126.96,0
21.182,541.72,133.13,0
21.031999999999996,549.81,108.96,0
20.725,549.73,112.07,0
20.799,535.34,151.77,0
21.093000000000004,546.71,122.43,0
21.044,550.09,109.37,0
21.318,550.13,109.34,0
21.653000000000002,550.11,109.45,0
21.436999999999998,550.09,119.71,0
21.175,549.59,133.34,0
21.058000000000003,549.96,132.78,0
21.005,549.96,132.98,0
21.366999999999997,550.15,133.22,0
20.796,549.8,133.64,0
19.924,549.89,134.53,0
19.926,550.32,133.71,0
20.063,550.04,112.86,0
20.195999999999998,550.09,134.67,0
21.075,550.26,134.43,0
21.616,549.78,134.39,0
22.483,549.98,134.9,0
23.413,550.4,132.32,0
24.041999999999998,550.11,109.96,0
24.003,550.33,129.47,0
23.279,550.25,133.05,0
22.910999999999998,549.81,133.16,0
22.09800000000001,549.73,134.07,0
21.031999999999996,549.96,133.6,0
20.921,550.32,133.22,0
21.070999999999998,550.02,132.65,0
20.584,550.11,132.0,0
20.36,549.65,134.72,0
20.195999999999998,549.81,133.48,0
19.585,549.64,133.45,0
19.487000000000002,549.84,133.71,0
19.519000000000002,549.9,132.2,0
19.052,549.72,133.77,0
18.928,549.97,131.84,0
18.921,549.89,133.32,0
18.757,550.06,134.64,0
18.713,549.85,115.17,0
18.88,550.02,118.14,0
19.191,549.98,133.74,0
19.783,550.1,134.83,0
20.732,549.85,134.9,0
21.261999999999997,550.3,134.06,0
21.456999999999997,550.37,133.17,0
22.13,550.22,133.74,0
22.295,549.93,134.01,0
22.177,550.41,134.12,0
21.33,550.15,134.54,0
20.647,550.16,135.61,0
20.382,550.14,135.21,0
19.947,549.72,133.7,0
19.484,550.02,133.21,0
19.209,550.03,133.7,0
18.913,550.0,134.27,0
18.909000000000002,549.92,134.02,0
18.167,549.91,133.3,0
17.565,549.97,132.95,0
17.419,549.68,122.28,1
17.382,549.98,108.24,0
17.432000000000002,550.01,108.38,0
17.489,550.08,108.39,0
17.347,550.08,108.58,0
17.278,549.98,108.74,0
17.998,549.87,125.73,0
18.538,550.12,134.25,0
19.121,550.27,134.3,0
19.585,550.4,134.0,0
19.820999999999998,550.09,119.75,0
20.509,549.92,125.27,0
21.178,550.05,129.59,0
21.239,550.01,108.17,0
20.82,549.91,129.81,0
20.399,550.3,134.16,0
19.535999999999998,550.13,134.24,0
19.069000000000006,550.39,134.04,0
18.761,550.17,109.36,0
18.553,549.95,109.05,0
18.169,549.97,108.87,0
18.15,549.97,109.49,0
18.335,549.96,108.54,0
17.980999999999995,550.02,109.13,0
16.942999999999998,550.06,109.57,0
16.307000000000002,549.58,107.66,1
16.035,549.88,107.82,1
16.079,550.02,109.51,0
16.121,550.03,109.46,0
18.997,550.18,134.3,0
20.262,549.62,133.72,0
21.147,550.28,133.28,0
21.61,550.15,124.06,0
22.109,550.06,127.29,0
22.226,549.91,133.51,0
22.498,550.04,118.02,0
22.107,549.81,122.87,0
21.503,549.61,135.34,0
21.354,550.29,134.38,0
21.101,549.93,115.12,0
20.69,550.08,108.86,0
20.525,550.01,109.59,0
20.392,550.04,108.68,0
20.359,549.96,108.51,0
20.302,550.0,108.28,0
19.702,549.97,108.92,0
20.500999999999998,550.1,108.96,0
20.943,550.13,109.58,0
20.949,550.07,109.12,0
21.125,549.93,109.88,0
21.326,549.99,110.19,0
21.238000000000003,550.08,110.62,0
21.066999999999997,550.22,110.82,0
21.48,550.07,133.65,0
21.78,549.64,133.79,0
22.358,549.65,133.09,0
23.193,549.94,124.74,0
23.539,549.82,126.74,0
23.33,550.09,133.0,0
23.044,550.22,133.46,0
22.674,549.79,133.57,0
22.584,549.55,134.85,0
22.186999999999998,550.0,133.22,0
21.693,550.2,132.61,0
21.373,550.0,115.7,0
20.889,550.2,121.01,0
19.972,549.73,128.86,0
19.37,549.95,133.53,0
19.386,549.91,131.82,0
18.781,549.91,110.46,0
18.03,550.07,109.08,0
17.759,549.91,108.21,0
17.23,550.01,109.09,0
16.803,549.97,110.24,0
16.567999999999998,550.06,109.75,0
16.566,549.96,109.75,0
16.604,549.77,128.02,1
16.402,550.13,133.81,0
15.796,550.13,133.04,0
15.681,550.21,133.45,0
16.721,550.15,133.0,0
17.137,549.93,132.74,0
16.831,549.71,133.49,0
16.17,550.03,134.22,1
16.035999999999998,550.13,135.38,1
15.890999999999998,550.11,134.19,1
15.884,549.78,134.47,1
15.84,550.03,132.8,0
15.585999999999999,549.96,133.38,1
15.11,550.01,133.77,1
14.44,550.01,133.78,1
13.834000000000001,549.8,134.12,1
13.681,550.15,116.38,1
13.825999999999999,550.02,110.61,1
13.927,549.97,109.97,1
14.370999999999999,549.88,110.73,0
14.798,550.06,110.1,1
14.902999999999999,550.03,111.86,0
14.845,550.03,111.99,0
14.463,549.93,111.2,1
14.145999999999999,549.98,110.88,1
13.905999999999999,550.15,134.78,1
14.048,549.9,133.52,1
14.585,549.78,133.72,1
15.200999999999999,549.96,133.63,0
15.593,550.09,133.5,0
15.593,549.92,133.71,0
15.866,550.02,133.57,1
15.681,550.2,133.78,1
15.022,550.22,134.17,1
14.505,550.16,134.16,1
14.209000000000001,550.02,132.9,1
13.484000000000002,550.01,133.54,1
12.863,550.09,134.61,1
12.854000000000001,550.1,134.37,1
12.640999999999998,549.88,134.12,1
12.702,549.8,110.54,2
12.979000000000001,548.83,109.67,2
13.172,549.88,108.74,2
12.793,549.95,109.8,1
12.144,549.9,109.89,2
11.818,549.99,110.06,1
11.11,549.93,110.16,2
10.999,550.0,135.0,1
11.902000000000001,549.39,124.65,1
13.667,549.78,135.39,1
15.440999999999999,550.01,111.19,2
16.587,550.08,110.53,0
17.743,550.04,110.89,0
18.369,550.09,110.71,0
18.368,550.03,111.22,0
18.045,550.0,111.04,0
17.377,549.8,134.46,1
16.305999999999994,549.93,134.91,0
15.499,550.08,134.38,0
14.809000000000001,549.86,134.58,0
14.589,550.22,133.98,0
14.218,549.99,134.82,0
14.015999999999998,549.89,134.02,0
13.96,550.03,132.76,0
13.825999999999999,550.07,131.88,0
13.474,549.72,115.46,1
13.335999999999999,550.09,109.11,2
13.415,549.96,109.64,1
13.530999999999999,549.98,109.64,1
13.37,549.96,109.7,1
13.194,549.94,109.38,1
13.115,550.01,110.02,1
13.440999999999999,550.01,119.38,1
13.714,550.2,132.48,1
14.003,550.18,134.84,1
14.894,550.07,134.08,1
15.649000000000001,550.07,133.14,1
16.093,549.99,133.3,1
16.595,550.13,133.87,1
16.033,550.03,134.24,0
14.877,549.94,134.43,0
14.458,549.98,134.75,0
14.295,550.09,133.48,0
14.394,550.05,133.18,0
14.280999999999999,550.01,132.78,0
14.074000000000002,549.56,117.99,2
13.798,549.66,109.96,2
13.169,549.71,108.96,2
12.71,545.46,108.53,2
12.619000000000002,545.71,108.39,2
13.049000000000001,546.44,109.38,2
12.917,546.22,108.63,2
12.716,547.7,109.42,2
12.352,544.79,109.11,2
12.225999999999999,530.22,102.59,2
13.257,531.58,110.33,2
14.175999999999998,546.06,108.94,1
15.327,548.35,108.82,1
16.121,549.93,132.82,0
16.857,548.28,108.93,1
17.449,549.88,107.65,0
17.703,549.92,107.87,0
17.602999999999994,549.75,107.89,1
17.273,550.01,114.95,0
16.355999999999998,549.79,133.69,0
15.536,549.95,132.98,0
14.466,549.97,133.58,0
13.468,549.62,130.15,0
12.79,542.72,108.54,2
12.18,549.94,130.91,1
12.036,543.98,108.75,2
12.105,543.18,108.4,2
12.130999999999998,541.45,107.56,2
12.046,545.63,109.45,2
12.337,546.23,109.36,2
13.042,547.85,109.61,1
13.413,546.59,108.89,2
13.179,545.14,109.43,2
12.833,547.88,118.99,1
13.302,550.19,134.95,1
14.902999999999999,549.55,141.34,1
16.848,531.42,154.63,0
17.553,533.38,153.32,0
18.048,549.98,139.99,1
18.430999999999997,550.14,139.32,1
18.754,550.08,133.95,0
18.69,549.82,136.56,0
18.276,548.57,142.87,1
17.21,533.14,154.37,0
16.15,531.96,156.0,0
15.061,533.28,155.87,0
13.918,549.21,137.17,0
13.167,549.67,142.62,1
12.937999999999999,549.85,133.47,1
12.497,549.85,137.85,1
12.311,549.85,132.97,0
12.229000000000001,549.92,132.98,0
12.215,550.07,133.48,0
11.88,542.23,119.14,2
11.466,544.84,109.57,2
11.422,549.19,129.09,1
11.619000000000002,546.62,109.93,2
11.89,549.85,135.5,0
12.770999999999999,549.9,134.73,0
14.64,550.15,134.42,0
16.26,549.79,133.82,1
16.908,550.01,133.5,0
17.445,550.19,133.56,0
17.836,549.87,132.14,0
18.248,549.86,134.08,0
18.059,549.73,134.89,0
17.468,549.88,134.97,0
16.664,549.93,136.15,0
15.753,549.78,134.3,0
15.079,550.22,133.81,0
14.367,549.9,133.66,0
13.505999999999998,549.93,133.09,0
13.31,549.77,133.17,0
13.398,550.11,132.34,0
13.613,529.97,157.92,0
13.862,542.81,108.98,2
13.954,546.76,107.94,2
13.855,546.05,108.18,2
13.152999999999999,545.07,108.43,2
12.91,545.61,108.63,2
12.783,546.7,109.11,2
12.559000000000001,548.17,110.58,1
12.997,549.52,127.98,1
17.567999999999998,547.95,134.71,0
18.061,549.79,133.81,0
18.045,550.15,132.48,0
17.872,549.82,132.21,0
17.439,549.69,109.66,0
16.976,549.99,112.27,0
16.508,550.23,134.94,0
15.953,549.84,134.78,0
15.466,550.35,133.26,0
14.901,550.41,132.56,0
14.562000000000001,550.14,132.97,0
14.298,550.08,133.23,0
14.267999999999999,550.06,132.76,0
14.16,549.9,132.49,0
13.960999999999999,550.13,134.13,0
14.311,550.02,133.54,0
15.502,550.12,133.82,0
15.944,549.92,134.17,0
15.637,550.15,134.2,0
15.37,550.18,136.57,0
14.872,550.02,135.53,0
15.280999999999999,550.05,134.72,0
16.874000000000002,531.4,154.85,0
18.116,546.07,144.76,0
19.006,550.18,132.84,0
19.067999999999998,550.01,133.62,0
18.522000000000002,549.73,133.0,0
18.052,549.8,134.04,0
18.048,536.58,151.17,0
17.535999999999998,549.37,135.4,0
16.309,550.22,132.58,0
15.295,549.87,132.47,0
14.652999999999999,550.06,132.27,0
14.575999999999999,549.91,133.83,0
14.665,550.02,133.98,0
14.865,550.22,133.58,0
14.699000000000002,549.91,132.46,0
14.554,547.38,108.79,2
13.925,550.06,133.57,0
14.696,550.26,134.03,0
13.901,549.99,133.89,0
13.432,550.04,134.19,0
13.552,549.9,134.55,0
13.495999999999999,550.12,135.38,0
13.849,550.19,134.68,0
15.744000000000002,549.97,134.62,0
16.909000000000002,549.84,135.21,0
17.617,550.22,134.6,0
18.054000000000002,549.81,117.71,0
18.114,550.02,125.28,0
17.945,550.25,133.38,0
17.528,537.36,150.84,0
16.965999999999998,531.99,154.99,0
16.217,549.41,133.03,1
12.937000000000001,549.86,133.69,0
12.919,550.07,133.25,0
12.91,550.15,135.4,0
13.407,549.84,134.4,0
14.709000000000001,549.95,134.22,0
16.204,547.9,129.58,0
17.183,550.24,135.05,0
18.594,550.07,133.8,0
19.232,549.72,134.1,0
19.396,550.07,133.96,0
19.079,549.93,134.52,0
18.436,549.93,134.63,0
17.664,549.99,135.08,0
17.165,549.75,133.45,0
16.766,549.77,133.68,0
16.562,549.89,133.75,0
16.438,550.13,133.55,0
15.99,550.08,133.94,0
15.390999999999998,549.88,134.1,0
14.42,550.06,133.18,0
14.043,549.9,135.27,0
14.219000000000001,549.63,110.94,0
14.796,549.82,109.48,0
15.100999999999999,550.06,125.36,0
15.161,549.79,134.69,0
15.68,548.77,117.24,0
15.648,549.38,129.17,0
15.845,550.05,135.35,0
16.658,532.17,155.94,0
17.33,533.57,154.83,0
18.083,540.06,150.04,0
18.657,549.14,143.26,0
19.158,548.23,143.81,0
19.08,550.05,134.96,0
18.67,550.0,134.28,0
18.038,550.14,134.15,0
17.430999999999994,550.01,134.92,0
17.004,550.13,133.84,0
16.729,550.32,133.69,0
16.736,549.93,133.41,0
16.887999999999998,549.89,133.18,0
16.768,550.08,133.45,0
16.71,550.09,132.57,0
16.465999999999998,550.17,133.5,0
16.285999999999998,548.3,127.44,0
16.357,548.94,109.32,0
16.378,549.92,108.55,0
16.276,549.88,108.04,0
16.109,549.92,108.83,0
15.972000000000001,548.62,108.93,0
15.895,548.97,117.57,0
15.94,549.86,135.08,0
16.012,531.91,156.61,0
16.15,531.54,157.13,0
15.892000000000001,530.67,158.19,0
15.556,531.26,157.97,0
15.752,532.05,157.11,0
16.129,532.74,156.68,0
16.345,539.51,119.13,2
15.988,549.86,142.95,1
15.665,550.15,134.51,0
16.070999999999998,549.94,132.66,0
15.93,550.1,133.9,0
15.799000000000001,549.94,133.24,0
15.532,549.9,133.54,0
15.485999999999999,550.17,132.85,0
15.492,550.23,132.96,0
15.318,548.97,127.18,0
14.972999999999999,545.87,109.09,0
14.466,548.32,109.36,0
14.341,548.93,109.37,0
14.162,549.27,109.0,1
14.259,549.73,109.58,0
14.399000000000001,548.88,108.99,0
14.662,548.51,112.79,0
15.004000000000001,550.04,135.22,0
15.385,549.96,134.37,0
15.593,549.95,133.67,0
15.717,550.08,132.25,0
15.879000000000001,549.81,138.01,0
16.099,549.76,140.85,0
16.024,549.92,133.88,0
15.552999999999999,550.04,134.91,0
15.247,550.21,134.89,0
15.008,529.99,157.86,0
14.950999999999999,531.61,157.76,0
14.925999999999998,530.6,158.73,0
14.729000000000001,537.35,117.82,2
14.520999999999999,547.35,109.68,0
14.338,547.03,109.77,0
14.308,548.95,110.01,0
14.321,546.14,108.11,1
14.124,546.06,108.51,2
13.647,546.64,109.02,1
13.175999999999998,545.41,108.77,2
12.677,546.85,117.35,1
12.264000000000001,550.06,134.46,0
12.270999999999999,549.88,135.62,0
12.404000000000002,550.04,135.64,0
12.837,550.06,135.09,0
13.6,550.02,135.18,0
14.272,550.07,132.94,0
14.967,550.1,133.97,0
15.439,550.08,134.86,0
15.607999999999999,550.04,133.91,0
15.565,550.04,134.53,0
14.966,549.89,134.37,0
14.357999999999999,549.97,135.61,0
13.355,549.88,136.2,0
12.692,550.03,133.08,0
12.357999999999999,550.04,133.33,0
12.023,538.9,114.53,2
11.808,538.46,108.59,2
11.546,541.97,109.0,2
11.324000000000002,541.2,108.63,2
10.99,546.8,125.96,1
10.987,550.02,133.78,0
11.155,550.08,133.98,0
11.325999999999999,550.01,134.14,0
11.169,550.07,134.21,0
10.994000000000002,549.92,133.87,0
11.288,543.83,109.74,1
11.279000000000002,545.07,109.65,2
11.864,548.17,129.39,1
12.458,549.96,134.64,0
13.163,549.89,134.11,0
13.433,549.96,134.33,0
13.368,549.97,133.76,0
13.693,549.95,133.75,0
13.957,549.92,134.04,0
13.544,549.96,134.57,0
12.994000000000002,549.95,134.84,0
12.614,549.93,135.14,0
12.17,549.97,133.54,0
11.857000000000001,549.79,133.31,0
11.579,549.82,133.19,0
11.074000000000002,550.02,132.9,0
10.542,550.01,133.79,0
10.08,549.95,133.84,0
9.801,549.88,132.61,0
9.394,549.86,134.19,0
9.1087,534.3,109.68,2
9.0681,538.29,109.75,2
8.999,537.45,109.47,2
8.7143,534.47,109.66,2
8.3494,535.33,109.68,2
7.9799,533.89,110.18,2
8.2789,533.27,109.37,2
9.5956,543.4,110.6,2
11.705,549.03,110.95,0
13.360999999999999,549.01,109.96,0
14.231,546.34,108.88,0
14.84,549.79,134.18,0
14.693,549.99,133.21,0
14.413,549.97,134.5,0
14.231,549.97,133.97,0
13.269,550.07,135.16,0
12.459000000000001,549.82,134.29,0
12.279000000000002,549.87,134.05,0
12.065,549.9,135.01,0
11.964,550.15,134.89,0
11.762,549.98,134.59,0
11.177999999999999,549.85,134.93,0
10.445,539.27,119.11,2
9.5583,538.89,110.65,2
9.0017,541.25,110.7,2
8.6161,544.01,111.83,2
8.3827,540.69,111.35,2
8.312999999999999,539.48,111.24,2
7.9801,540.37,111.83,2
7.7243,546.24,122.1,1
8.424,549.94,134.06,0
10.249,530.17,157.9,0
14.344000000000001,550.01,133.3,1
14.825,550.18,134.06,1
15.13,541.46,143.6,1
15.145999999999999,530.04,159.37,0
14.350999999999999,529.66,160.01,0
13.394,537.33,150.56,0
12.384,550.0,133.85,0
11.682,550.1,133.94,0
11.347999999999999,550.14,133.47,0
11.017000000000001,550.06,134.13,0
11.164000000000001,550.01,133.97,0
10.85,550.03,132.97,0
9.9323,550.03,133.7,0
9.0596,549.95,134.34,0
8.5092,549.96,133.25,0
8.1883,550.09,134.21,1
8.1276,550.01,133.4,0
8.1408,549.96,134.96,1
8.6149,550.06,134.68,0
9.5213,538.62,147.76,0
12.883,531.12,159.18,0
13.967,531.97,157.99,0
14.927,532.62,156.99,0
15.897,542.6,142.25,0
15.904000000000002,550.29,133.81,0
15.405,549.93,133.49,0
14.106,549.99,134.4,0
13.097000000000001,550.2,132.02,0
12.625,549.85,133.77,0
11.745999999999999,549.94,133.34,0
10.82,549.9,133.85,0
9.5545,550.01,133.38,0
8.6773,549.99,133.71,0
8.1028,549.99,133.63,0
7.7893,549.85,132.46,0
7.6055,549.96,133.38,0
10.157,549.93,133.62,0
12.225999999999999,550.06,133.65,0
13.364,549.87,132.97,0
14.421,550.12,133.61,0
15.044,550.21,134.15,0
15.594000000000001,549.99,133.92,0
16.144000000000002,549.85,132.98,0
17.244,549.96,132.38,2
17.795,550.11,132.16,0
18.524,543.22,140.84,1
20.230999999999998,550.03,132.29,1
20.996,550.31,132.59,1
21.083000000000002,550.27,132.36,1
20.288,550.11,133.64,1
19.348,549.62,131.99,1
19.055999999999997,549.91,132.15,1
17.871,549.88,132.57,1
17.507,549.64,132.42,1
18.046,550.04,131.78,1
18.002,550.15,133.47,1
17.956,550.21,131.76,1
17.573,538.85,101.15,2
17.132,539.98,102.07,2
16.8,543.83,103.47,2
16.468,539.48,102.37,2
16.143,540.15,103.17,2
16.343,543.07,103.76,2
16.452,548.64,122.95,1
17.401,549.63,133.03,1
18.4,550.08,133.2,1
19.213,549.9,132.88,1
19.627,549.82,132.67,1
20.046,549.73,118.87,0
20.752,549.98,124.57,1
21.555999999999997,550.31,132.55,1
22.03,549.93,132.95,1
21.735,550.18,132.95,1
21.074,550.31,133.75,1
21.144000000000002,550.38,132.59,1
21.239,550.4,133.89,1
20.721999999999998,550.42,132.85,1
20.338,550.35,133.31,1
20.749000000000002,550.02,132.44,1
21.835,549.68,133.49,1
21.776999999999997,549.65,125.1,0
21.285,548.37,117.03,1
20.794,549.16,103.1,1
20.314,549.62,103.24,1
20.291,549.81,103.69,0
20.477,549.7,103.08,1
20.408,549.06,103.33,1
20.283,550.28,122.11,0
20.528000000000002,549.72,134.66,1
20.863000000000003,549.93,134.09,1
20.288,550.28,132.66,1
19.915,550.03,132.67,1
19.282,550.04,115.28,0
18.486,549.9,129.54,0
17.777,550.24,133.51,1
18.656,550.11,133.19,1
18.799,550.09,133.87,1
18.712,550.36,135.42,1
18.34,550.19,132.34,1
17.347,549.9,132.62,0
16.854,550.03,132.41,1
16.848,550.17,134.11,1
17.022000000000002,549.76,133.62,1
17.199,550.0,133.38,1
17.387,549.71,133.36,0
17.68,549.9,114.82,0
17.972,550.0,109.2,0
17.534000000000002,550.05,108.88,0
17.239,550.03,108.15,0
16.952,550.02,108.73,0
16.665,550.02,108.49,0
16.479,549.96,109.14,0
