,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,CLUSTER
1062,12.508,998.5,89.838,4.2217,24.291,1085.1,549.76,133.66,11.825,0.5373,72.26899999999999,1
1063,12.15,998.1,93.838,4.2167,24.32,1084.6,549.82,133.67,11.818,0.39416999999999996,72.494,1
1064,12.262,998.01,93.04,4.2293,24.328000000000003,1084.4,550.16,133.69,11.808,1.5864,74.61,1
1065,12.602,997.43,92.779,4.2198,24.252,1084.6,549.87,133.71,11.802999999999999,1.6662,73.829,1
1066,13.07,997.47,91.88,4.2787,24.67,1085.5,549.37,134.99,11.992,0.90871,73.373,1
1067,13.295,997.41,91.51,5.2554,31.372,1099.6,535.03,156.69,13.505999999999998,0.013456999999999998,71.83,1
1068,12.517999999999999,997.57,87.37299999999999,4.1006,24.191,1084.2,550.3,133.65,11.686,0.34410999999999997,77.615,1
1069,11.675,998.44,91.656,4.1343,24.041999999999998,1083.6,550.1,133.51,11.767999999999999,2.8678,83.25299999999999,1
1070,11.498,999.11,91.744,4.1462,24.014,1083.8,550.34,133.6,11.759,3.4602,84.435,1
1071,11.402999999999999,999.52,91.419,4.1791,24.258000000000003,1085.2,549.85,134.81,11.933,2.1108,76.212,1
1072,11.395999999999999,1000.3,91.399,4.1985,24.288,1085.8,549.94,135.2,11.985999999999999,1.3205,74.827,1
1073,11.322000000000001,1000.8,89.76,4.1475,24.089000000000002,1084.8,549.93,134.37,11.841,1.2759,75.866,1
1074,10.509,1002.4,89.11,4.1332,24.099,1085.4,550.14,134.66,11.797,0.021272,73.876,1
1075,10.463,1002.8,90.044,4.1048,23.9,1084.5,549.96,134.03,11.722999999999999,0.6762199999999999,75.561,1
1076,10.284,1003.1,88.574,4.0998,23.974,1084.6,550.14,134.38,11.847999999999999,0.51541,75.092,1
1077,10.177999999999999,1003.7,88.01299999999999,4.1082,23.951,1084.8,549.72,134.54,11.782,1.7646,78.308,1
1078,10.19,1004.4,88.56200000000001,4.111000000000001,23.965,1084.9,549.91,134.66,11.802999999999999,2.7196,79.249,1
1079,9.7291,1005.0,86.67299999999999,4.0738,23.901,1084.9,549.97,134.66,11.809000000000001,2.7111,80.203,1
1080,9.2525,1005.7,87.48200000000001,4.0582,23.874000000000002,1085.0,550.13,134.67,11.806,3.0144,81.518,1
1081,9.1992,1006.7,88.402,4.0597,23.871,1084.9,550.03,134.63,11.799000000000001,1.4586,78.344,1
1082,9.0287,1007.3,88.344,4.0417,23.789,1084.3,550.13,134.29,11.72,0.31889,76.44,1
1083,8.703,1008.1,86.367,4.0348,23.866,1084.7,549.94,134.67,11.769,0.10883,77.431,1
1084,8.3955,1008.7,85.76299999999999,4.0579,23.764,1084.2,549.84,134.53,11.777999999999999,0.33028,78.337,1
1085,8.3609,1009.1,84.023,3.8146,22.221999999999998,1075.5,550.14,127.94,11.465,1.1325,80.294,1
1086,8.1959,1009.6,83.12,4.0042,23.55,1083.6,550.13,133.97,11.834000000000001,1.3315,80.671,1
1087,8.1107,1010.1,82.436,3.9931,23.478,1083.2,550.25,133.7,11.807,1.6975,81.729,1
1088,7.8131,1010.7,82.37299999999999,3.9711,23.425,1083.2,550.15,133.7,11.785,1.5337,82.162,1
1089,7.545,1011.3,83.184,3.9807,23.374000000000002,1082.9,550.04,133.73,11.757,1.7521,82.318,1
1090,7.501,1011.9,83.87299999999999,4.0212,23.601999999999997,1084.4,550.2,134.68,11.687000000000001,1.4119,82.105,1
1091,7.5912,1012.7,83.874,3.9960000000000004,23.416999999999998,1083.3,550.19,133.86,11.777000000000001,1.7368,82.71,1
1092,7.6426,1013.2,82.689,4.0112,23.502,1083.7,550.12,134.14,11.731,1.5642,82.617,1
1093,7.4898,1013.3,80.757,3.9930000000000003,23.454,1083.8,550.03,134.23,11.808,2.1891,84.311,1
1094,7.1942,1013.7,80.331,3.9869,23.324,1082.9,549.98,133.7,11.865,2.7349,85.03,1
1095,6.8139,1013.8,81.137,3.9895,23.42,1083.8,549.95,134.35,11.853,2.6909,85.352,1
1096,6.6059,1013.8,81.978,3.9836,23.401,1083.4,550.05,134.31,11.811,2.5745,85.40700000000001,1
1097,6.5057,1013.7,82.882,3.978,23.386,1083.6,549.9,134.32,11.76,2.1794,85.395,1
1098,6.5053,1013.7,83.97399999999999,3.9508,23.041,1081.5,549.94,132.61,11.609000000000002,1.7529,84.92299999999999,1
1099,6.5795,1013.6,83.801,3.9881,23.318,1082.9,550.05,133.67,11.705,1.8028,84.77,1
1100,6.5162,1013.6,82.912,3.9725,23.289,1083.0,550.09,133.67,11.702,1.5527,84.541,1
1101,6.4512,1013.8,83.545,3.9936,23.326999999999998,1082.7,549.93,133.67,11.687999999999999,2.0025,85.07,1
1102,6.4094,1013.8,84.35600000000001,4.0186,23.482,1083.7,550.2,133.62,11.674000000000001,2.8029,85.662,1
1103,6.4753,1013.9,84.62299999999999,4.092,23.623,1084.3,550.15,133.45,11.696,2.7103,85.522,1
1104,6.4331,1014.3,85.29700000000001,4.1114,23.658,1084.9,549.91,134.08,11.743,2.7743,85.71799999999999,1
1105,6.6515,1014.6,85.867,4.1307,23.801,1085.5,549.92,134.44,11.887,2.5579,85.662,1
1106,7.6511,1014.4,84.259,5.0285,30.414,1096.1,534.29,154.75,13.444,1.4503,73.622,1
1107,8.9323,1014.1,77.363,5.2765,32.056,1100.2,531.21,160.6,13.958,1.0374,71.295,1
1108,9.5941,1013.8,72.854,5.3405,32.325,1100.3,529.97,160.65,13.975999999999999,1.3063,71.52,1
1109,10.350999999999999,1013.4,69.262,5.3029,32.024,1099.9,530.8,159.8,13.859000000000002,0.84475,70.687,1
1110,10.248,1013.1,70.732,5.3555,32.436,1100.0,529.71,160.69,13.927999999999999,0.45851000000000003,69.164,1
1111,10.093,1013.0,72.595,5.3331,32.228,1100.3,530.74,160.52,13.91,0.51625,69.781,1
1112,10.191,1012.7,73.483,5.3638,32.506,1100.2,529.5,161.23,14.022,0.50772,69.413,1
1113,10.047,1012.6,75.971,5.3020000000000005,32.232,1100.1,530.36,160.96,13.957,0.81314,70.541,1
1114,9.7038,1012.8,75.20100000000001,5.3518,32.582,1100.2,528.99,161.85,14.067,1.7523,72.642,1
1115,9.4282,1013.0,74.992,5.2645,32.208,1099.9,530.53,161.22,13.81,2.1326,74.305,1
1116,9.0291,1012.8,76.27,5.4282,33.271,1100.0,526.91,163.63,14.133,2.1054,72.24,1
1117,8.6401,1012.6,78.721,4.5035,26.698,1089.4,542.9,143.81,12.509,2.2081,80.324,1
1118,8.494,1012.4,80.245,4.0941,23.8,1084.3,549.85,134.29,11.877,2.074,82.18799999999999,1
1119,8.5074,1011.9,80.584,4.0712,23.603,1083.2,550.0,133.26,11.728,2.2849,83.01,1
1120,8.551,1011.7,81.62100000000001,4.1183,23.905,1085.1,549.94,134.53,11.944,2.2002,81.755,1
1121,8.6087,1011.5,84.016,4.1092,23.816999999999997,1084.1,550.22,133.91,11.754000000000001,1.8832,81.093,1
1122,8.6814,1010.9,86.78,4.1245,23.755,1083.8,550.09,133.66,11.838,0.35988000000000003,78.148,1
1123,8.5124,1010.6,87.415,4.1362,23.869,1084.5,550.06,134.32,11.823,0.33786,78.449,1
1124,8.2682,1009.9,87.06299999999999,4.0898,23.733,1083.4,550.18,133.67,11.765999999999998,0.7600899999999999,79.17699999999999,1
1125,7.8995,1009.5,87.459,4.0846,23.68,1083.5,550.12,133.67,11.75,0.60433,79.923,1
1126,7.8101,1009.0,88.421,4.095,23.666999999999998,1083.3,549.85,133.66,11.719000000000001,1.5887,80.919,1
1127,7.9479999999999995,1008.5,90.634,4.127,23.74,1084.0,549.73,133.89,11.681,1.3846,80.10600000000001,1
1128,8.3075,1008.2,91.458,4.1716,23.77,1083.9,549.95,134.03,11.722999999999999,1.4091,79.47800000000001,1
1129,8.8239,1007.8,91.301,4.1831,23.802,1083.7,549.99,133.94,11.777000000000001,1.5149,78.87100000000001,1
1130,9.5071,1007.2,90.796,4.3867,25.259,1090.7,549.01,139.62,12.239,1.0885,82.444,1
1131,10.094,1006.8,89.727,5.3762,32.161,1100.0,531.09,160.03,13.85,0.66601,70.70100000000001,1
1132,10.367,1006.5,90.994,5.3355,31.779,1100.3,532.34,159.43,13.884,0.43938,70.247,1
1133,10.219,1005.9,93.52600000000001,5.4033,32.217,1099.9,531.14,160.31,13.800999999999998,0.48273999999999995,70.35300000000001,1
1134,9.8815,1005.7,97.60799999999999,5.3708,31.772,1100.1,532.67,159.48,13.673,0.49992,70.282,1
1135,9.8241,1005.3,100.07,5.4781,32.203,1100.1,531.23,160.53,13.847999999999999,0.36164,69.70100000000001,1
1136,9.8568,1005.1,100.15,5.4093,31.941,1100.1,532.16,159.97,13.883,0.77798,70.613,1
1137,10.061,1005.5,99.462,5.4565,32.321999999999996,1100.1,530.98,160.47,13.869000000000002,0.49536,69.775,1
1138,10.364,1005.9,98.556,5.4174,32.06,1100.0,532.03,159.96,13.785,0.068718,68.93,1
1139,10.443,1006.3,97.196,5.437,32.473,1100.0,530.45,160.69,13.931,0.099827,67.815,0
1140,10.569,1006.7,96.26899999999999,4.3397,25.04,1086.3,547.96,137.23,12.103,0.17078,73.227,1
1141,10.725999999999999,1006.9,95.889,4.2363,23.980999999999998,1084.6,550.02,134.02,11.865,0.75,75.318,1
1142,10.744000000000002,1007.1,96.47200000000001,4.2333,23.986,1083.9,550.05,133.75,11.888,1.5862,76.17,1
1143,10.835,1007.3,96.359,4.2762,24.188000000000002,1085.4,550.04,134.57,11.964,1.6346,76.82300000000001,1
1144,10.88,1007.6,96.035,4.2442,24.111,1084.9,549.86,134.29,11.87,1.5689,76.43,1
1145,10.845999999999998,1007.6,95.464,4.2391,23.843000000000004,1084.5,550.14,133.74,11.856,1.6383,77.332,1
1146,10.773,1007.5,95.353,4.2186,23.844,1083.9,550.04,133.35,11.674000000000001,1.9799,77.39399999999999,1
1147,10.764000000000001,1007.8,94.78399999999999,4.2425,23.941999999999997,1084.0,549.72,133.71,11.659,1.6109,77.13600000000001,1
1148,10.579,1007.7,94.04,4.2205,23.833000000000002,1084.0,549.99,133.67,11.722000000000001,1.5315,77.14399999999999,1
1149,10.044,1007.6,96.694,4.2279,23.879,1084.0,549.95,133.67,11.780999999999999,1.7137,77.598,1
1150,9.8142,1007.5,98.65799999999999,4.2228,23.9,1084.0,550.04,133.65,11.794,0.48918999999999996,74.672,1
1151,9.7702,1007.5,99.557,4.2151,23.886999999999997,1083.9,549.82,133.55,11.784,0.28461,74.581,1
1152,9.8586,1008.0,100.1,4.2672,23.88,1084.2,550.33,133.54,11.789000000000001,0.26839,74.832,1
1153,9.9265,1008.1,100.15,4.2829,23.793000000000003,1083.4,549.97,133.36,11.806,0.54694,74.3,1
1154,10.312000000000001,1008.6,99.31200000000001,5.4131,32.107,1100.3,530.4,160.72,13.945,0.1854,66.37100000000001,0
1155,10.818,1009.2,96.62100000000001,5.385,32.175,1100.1,530.36,160.6,13.917,0.044664999999999996,65.86399999999999,0
1156,10.478,1009.8,95.26,5.3682,32.175,1100.1,529.93,161.04,13.949000000000002,0.5395399999999999,68.579,1
1157,10.341,1010.3,95.55799999999999,5.3485,32.005,1100.2,530.36,160.86,13.940999999999999,0.94857,68.768,1
1158,10.507,1010.7,96.291,5.3903,32.183,1100.2,529.91,160.98,13.987,0.7570100000000001,67.862,0
1159,10.975999999999999,1011.1,97.51100000000001,5.3794,31.816,1100.3,531.46,159.69,13.937000000000001,0.9645,67.988,0
1160,10.873,1011.4,95.56299999999999,5.4138,32.172,1100.0,530.11,160.59,13.911,0.19972,65.382,0
1161,10.378,1011.6,93.689,4.3363,25.003,1085.4,546.56,137.35,12.136,0.7027,73.935,1
1162,9.9367,1011.7,94.682,4.137,23.746,1084.0,549.93,133.73,11.767999999999999,0.7338,75.166,1
1163,9.3684,1012.0,97.86399999999999,4.1739999999999995,23.883000000000003,1084.9,550.03,134.44,11.822000000000001,0.68723,75.126,1
1164,8.876,1011.9,98.84299999999999,4.1202,23.688000000000002,1084.2,550.0,133.52,11.789000000000001,0.01096,73.87899999999999,1
1165,8.4025,1012.4,94.744,4.1987,23.993000000000002,1085.8,549.99,133.66,11.79,1.3665,78.926,1
1166,8.2673,1012.8,93.272,4.1991,23.928,1085.9,550.25,133.66,11.738,1.7001,79.809,1
1167,8.3744,1013.2,93.84299999999999,4.1315,23.72,1084.6,550.24,133.73,11.770999999999999,1.8887,79.668,1
1168,8.3155,1013.5,94.75399999999999,5.3891,32.619,1100.4,528.52,162.89,14.005999999999998,1.8259999999999998,67.612,0
1169,8.3761,1013.2,93.92299999999999,5.3479,32.336,1100.3,529.3,162.72,14.005,0.41858,66.143,0
1170,8.6398,1013.2,92.75,5.3823,32.677,1099.9,528.17,163.17,14.075,0.16697,65.663,0
1171,6.999,1013.2,89.64200000000001,5.317,32.686,1100.1,527.86,164.82,13.972999999999999,1.6213,70.387,1
1172,6.69,1013.3,91.086,5.3749,32.873000000000005,1100.0,527.0,165.16,14.132,2.7355,72.595,1
1173,6.6096,1013.6,91.79700000000001,5.349,32.711,1100.1,527.42,164.93,14.159,2.6974,72.017,1
1174,6.4783,1013.6,92.029,5.3912,33.068000000000005,1100.2,526.27,165.67,14.25,2.7933,72.007,1
1175,6.2282,1013.7,92.742,4.0229,23.473000000000003,1083.3,550.04,134.59,11.845,0.7491,79.757,1
1176,6.3061,1012.7,92.74600000000001,4.0692,23.764,1084.9,550.0,133.81,11.887,2.1337,82.71700000000001,1
1177,6.1577,1012.7,93.15799999999999,4.0791,23.816,1085.2,549.91,134.13,11.892000000000001,3.0006,84.848,1
1178,6.1553,1012.5,92.72,4.0758,23.662,1084.5,550.13,133.67,11.81,3.2416,85.73100000000001,1
1179,6.1867,1012.3,91.762,4.0763,23.676,1084.7,549.82,133.68,11.823,3.3546,86.07799999999999,1
1180,6.0069,1011.9,92.20100000000001,4.059,23.688000000000002,1084.5,550.09,133.6,11.739,2.5180000000000002,84.21700000000001,1
1181,5.914,1011.9,92.37100000000001,4.0644,23.553,1083.8,549.96,133.23,11.74,3.0005,85.06200000000001,1
1182,6.105,1012.2,92.516,4.1717,24.072,1085.2,548.96,135.17,11.913,3.3215,85.28399999999999,1
1183,6.1265,1012.7,91.15,5.4115,33.137,1099.9,526.07,165.3,14.210999999999999,3.5197,74.42,1
1184,5.7551,1012.5,92.99700000000001,5.3251,32.578,1100.0,528.18,164.57,14.113,0.79035,66.038,0
1185,6.0091,1011.0,91.32600000000001,5.2508,32.945,1100.1,527.94,165.28,14.09,0.4118,68.762,1
1186,6.0813,1011.1,90.588,5.2865,33.238,1099.9,526.47,165.67,14.187000000000001,4.2854,69.102,0
1187,5.6594,1013.9,94.421,5.4043,33.262,1100.0,525.86,166.44,14.255999999999998,0.74985,67.029,0
1188,6.7431,1014.5,96.801,4.1579,23.686999999999998,1085.2,549.73,134.33,11.962,0.40679,77.735,1
1189,6.8108,1014.9,94.7,4.1032,23.645,1084.9,549.84,134.42,11.842,0.27362,77.913,1
1190,6.2663,1015.3,94.181,4.0767,23.388,1083.8,550.01,133.7,11.774000000000001,0.46446000000000004,79.655,1
1191,5.7327,1015.5,93.574,4.0415,23.366999999999997,1083.6,550.03,133.7,11.753,1.3623,82.52799999999999,1
1192,5.1602,1015.8,93.766,4.0424,23.421999999999997,1083.6,549.68,134.13,11.885,2.2197,85.762,1
1193,4.7822,1016.3,93.57600000000001,4.0567,23.476,1084.0,550.32,133.67,11.834000000000001,2.484,88.435,1
1194,4.4527,1016.5,93.48200000000001,4.03,23.435,1083.8,550.06,133.67,11.786,4.7475,95.115,2
1195,4.0245,1016.6,93.537,3.9871,23.461,1083.7,550.21,133.66,11.755999999999998,3.7401,91.49600000000001,2
1196,3.5311,1016.9,94.21600000000001,4.0003,23.596999999999998,1084.6,549.9,134.33,11.725,3.5489,91.038,2
1197,3.2689,1017.1,92.804,3.9579,23.69,1084.5,549.91,134.71,11.835999999999999,3.3008,91.039,1
1198,3.2310000000000003,1017.0,89.759,5.2902,33.044000000000004,1099.8,526.33,165.4,14.165999999999999,3.4159,74.855,1
1199,3.1618,1017.0,87.762,5.1351,32.449,1099.8,527.86,165.91,14.165,3.0707,75.384,1
1200,3.5141,1017.5,86.561,5.3277,33.491,1099.8,524.48,168.31,14.325999999999999,1.0928,70.043,1
1201,3.9513,1017.4,84.882,5.3113,33.325,1099.7,525.11,168.03,14.29,0.50111,68.232,1
1202,3.8227,1016.6,84.339,5.3315,33.361999999999995,1100.3,524.76,168.32,14.342,0.087034,67.089,0
1203,3.8472,1016.8,85.311,5.402,33.656,1100.0,523.59,168.83,14.378,2.1597,69.595,1
1204,3.9118,1016.9,86.027,5.4036,33.463,1099.7,524.22,168.48,14.319,2.3538,69.778,1
1205,3.9759,1017.2,86.529,5.4381,33.604,1099.7,523.55,168.66,14.35,2.3426,69.494,1
1206,4.0435,1017.5,87.352,5.3472,32.944,1099.9,526.14,167.21,14.107999999999999,2.052,69.16,1
1207,4.1553,1017.7,88.485,5.3883,33.098,1100.0,525.59,167.19,14.22,2.2218,69.01899999999999,0
1208,4.3198,1017.8,88.514,5.4087,33.281,1100.1,524.84,167.81,14.270999999999999,2.4045,68.768,0
1209,4.4862,1018.0,88.12700000000001,4.5889999999999995,27.416,1089.2,539.21,148.19,12.854000000000001,2.6423,78.501,1
1210,4.5641,1017.7,87.506,4.0057,23.055,1082.4,549.63,133.38,11.786,3.6878,88.49600000000001,1
1211,4.6905,1017.4,86.277,3.9987,22.998,1081.7,549.86,132.79,11.775,1.5948,80.71300000000001,1
1212,4.6215,1017.0,86.40299999999999,3.8748,22.087,1076.4,549.87,128.38,11.45,0.8121,80.559,1
1213,4.5042,1016.6,86.72200000000001,4.0825,23.372,1083.9,549.59,133.71,11.828,0.76276,79.99600000000001,1
1214,4.4248,1016.3,86.02799999999999,4.0979,23.413,1084.4,549.95,134.07,11.921,0.5101,81.297,1
1215,4.3404,1015.9,86.03,4.1068,23.46,1084.6,549.85,134.25,11.86,0.36258,85.333,1
1216,3.9128,1015.8,86.93700000000001,4.0354,23.288,1083.6,549.9,133.67,11.759,0.37079,86.13799999999999,1
1217,4.0467,1016.3,87.689,4.0615,23.259,1083.7,550.11,133.67,11.767999999999999,2.5644,86.616,1
1218,4.1606,1016.6,87.087,4.0884,23.296,1083.7,549.68,133.67,11.749,1.9586,86.429,1
1219,4.5897,1016.5,86.485,4.1602,23.543000000000003,1085.1,549.87,133.65,11.702,3.1044,87.839,1
1220,5.2032,1016.4,84.175,4.1697,23.552,1085.1,549.96,133.44,11.745,1.7161,84.755,1
1221,5.5787,1016.2,82.581,4.1763,23.647,1085.3,550.02,133.69,11.844000000000001,2.3349,86.23700000000001,1
1222,5.73,1015.8,82.068,4.1861,23.656,1085.6,549.84,133.71,11.845,2.3005,85.919,1
1223,5.8211,1015.4,82.249,4.1812,23.653000000000002,1085.4,550.03,133.73,11.857999999999999,2.3786,85.899,1
1224,5.7865,1015.2,82.874,4.1964,23.730999999999998,1085.6,550.25,134.11,11.995,2.299,84.73299999999999,1
1225,5.6956,1015.4,82.729,4.19,23.623,1085.3,549.65,133.72,11.94,0.82501,83.662,1
1226,5.4389,1015.6,82.68700000000001,4.1727,23.578000000000003,1084.9,549.97,133.7,11.884,0.9778899999999999,84.735,1
1227,5.2066,1015.8,80.575,4.1373,23.495,1084.9,550.17,133.79,11.902999999999999,1.3601,87.447,1
1228,5.0729,1015.9,80.62100000000001,4.1784,23.784000000000002,1086.7,550.0,135.15,11.995999999999999,1.6135,87.98200000000001,1
1229,5.7492,1016.4,84.679,4.2248,23.888,1087.2,550.0,134.46,12.013,0.33097,83.428,1
1230,5.356,1016.4,86.70200000000001,4.2116,23.878,1087.1,550.13,134.43,12.025,1.2811,87.539,1
1231,5.4418,1016.7,87.456,4.2013,23.713,1086.3,549.96,133.78,11.870999999999999,3.002,89.166,1
1232,5.4242,1016.6,85.977,3.8849,21.64,1073.5,550.14,124.73,11.338,1.2467,86.09100000000001,1
1233,5.4322,1016.8,84.723,3.9259,21.915,1075.5,550.02,125.8,11.459000000000001,0.05756699999999999,82.679,1
1234,5.6292,1018.4,85.404,4.1928,23.695999999999998,1085.9,549.9,133.68,11.841,3.0575,90.089,1
1235,5.537999999999999,1019.1,86.262,5.5046,33.876999999999995,1099.9,523.12,167.85,14.397,1.6618,67.068,0
1236,5.742999999999999,1019.2,87.92299999999999,5.3553,32.786,1100.0,526.58,165.73,14.217,0.16822,63.358000000000004,0
1237,6.7427,1020.4,86.98299999999999,5.4057,32.882,1100.1,526.39,165.5,14.192,1.1361,66.652,0
1238,7.4925,1020.3,85.685,5.4018,32.931,1099.8,526.09,164.93,14.207,1.1475,67.067,0
1239,7.9914,1020.1,83.20299999999999,5.3684,32.606,1099.7,527.81,164.02,14.207,1.1738,67.296,0
1240,8.2939,1020.4,81.529,5.4839,33.274,1099.8,525.46,164.97,14.217,1.2761,66.332,0
1241,8.2972,1020.6,80.42399999999999,5.4169,32.893,1100.2,526.93,164.29,14.190999999999999,0.36075999999999997,65.217,0
1242,7.9162,1021.0,81.84100000000001,5.4302,32.993,1100.1,526.1,164.81,14.214,0.48765,65.14699999999999,0
1243,7.2558,1021.5,83.15100000000001,5.3998,32.846,1100.0,526.54,165.04,14.148,0.38098000000000004,64.882,0
1244,6.912000000000001,1021.8,84.306,5.4522,33.356,1099.9,524.67,166.18,14.33,0.58126,64.782,0
1245,6.6724,1022.3,83.512,5.4294,33.248000000000005,1100.0,524.96,166.31,14.302999999999999,1.5485,67.182,0
1246,6.4251,1022.7,85.02600000000001,5.4398,33.269,1100.1,525.05,166.31,14.254000000000001,1.6637,67.935,1
1247,6.4112,1023.1,85.686,4.0482,23.314,1084.4,550.13,134.72,11.946,2.4374,86.244,1
1248,6.7219,1023.2,84.194,4.1872,23.526999999999997,1085.7,549.98,133.27,11.899000000000001,2.355,86.90899999999999,1
1249,6.8042,1023.2,82.134,4.2409,23.884,1087.5,549.87,134.49,12.005,0.7586,83.679,1
1250,6.6964,1023.2,82.149,4.238,23.895,1087.5,549.7,134.49,12.027999999999999,0.81375,83.499,1
1251,6.765,1023.5,82.14200000000001,4.2167,23.874000000000002,1087.8,549.98,134.49,12.001,0.7639199999999999,83.395,1
1252,6.7837,1023.5,81.999,4.2224,23.72,1086.8,550.1,133.66,11.92,0.80902,83.37299999999999,1
1253,6.8998,1023.4,82.083,4.2331,23.768,1087.2,550.22,133.67,11.919,2.0787,85.404,1
1254,6.9161,1023.5,81.294,4.2075,23.733,1086.5,550.15,133.66,11.917,2.5256,85.54700000000001,1
1255,6.5318,1023.9,82.684,4.1911,23.67,1086.2,550.34,133.65,11.915,2.636,86.38600000000001,1
1256,6.3725,1024.4,83.49600000000001,4.1934,23.529,1085.6,550.19,132.99,11.743,2.648,86.406,1
1257,6.4551,1024.7,82.06,4.1811,23.594,1085.9,549.9,133.5,11.929,2.5964,86.46,1
1258,6.1651,1024.9,81.633,5.4271,33.196999999999996,1100.2,525.18,165.95,14.253,1.7002,66.113,0
1259,6.0731,1025.1,81.994,5.3931,33.037,1100.3,525.95,165.94,14.342,1.5567,65.756,0
1260,6.3753,1025.5,80.117,5.4384,33.441,1100.1,523.88,166.76,14.347000000000001,1.4081,64.625,0
1261,6.4218,1025.6,79.62899999999999,5.4117,33.193000000000005,1100.3,524.76,166.37,14.27,1.7935,66.883,0
1262,6.4906,1025.4,79.672,5.4384,33.364000000000004,1099.8,524.44,166.54,14.328,1.905,67.725,1
1263,6.5225,1025.4,78.32,5.3982,33.080999999999996,1100.1,525.53,166.15,14.354000000000001,1.7890000000000001,68.263,1
1264,6.3892,1025.5,77.234,5.4359,33.431,1100.2,524.11,166.96,14.394,1.9107,68.339,1
1265,5.9497,1025.8,77.613,5.4185,33.297,1100.4,524.68,167.07,14.401,1.3929,67.116,0
1266,5.5085,1026.3,78.97,5.4642,33.646,1100.1,523.09,167.92,14.439,0.9606,65.95100000000001,0
1267,5.2329,1026.2,79.382,5.4284,33.415,1100.2,524.22,167.58,14.422,1.0573,66.33800000000001,0
1268,5.1714,1026.7,79.861,5.5021,33.978,1100.2,521.83,168.73,14.549000000000001,1.1986,65.641,0
1269,5.0513,1027.0,80.023,5.5116,33.851,1100.2,522.44,168.61,14.493,1.7706,65.943,0
1270,5.0951,1027.2,80.487,5.483,33.634,1100.1,523.0,168.01,14.48,1.7451,66.01100000000001,0
1271,5.3539,1027.1,80.814,5.4129,33.407,1099.7,523.93,167.34,14.353,1.4594,65.442,0
1272,5.5488,1027.1,79.02,4.1053,23.488000000000003,1086.0,550.07,134.67,11.880999999999998,2.2691,87.911,1
1273,5.8593,1027.4,77.598,4.0897,23.421,1085.8,549.89,134.23,11.963,1.4803,85.53299999999999,1
1274,5.6686,1027.6,77.172,4.0998,23.465,1085.9,550.16,134.25,11.970999999999998,1.4679,86.178,1
1275,5.4235,1027.6,77.959,4.0702,23.320999999999998,1085.3,549.99,133.69,11.849,1.8342,87.368,1
1276,5.3242,1027.5,78.093,4.0597,23.296,1085.2,549.86,133.68,11.796,1.9851,87.958,1
1277,5.2569,1027.5,78.067,4.0652,23.311,1085.2,550.04,133.68,11.773,2.1611,88.022,1
1278,5.2576,1027.6,78.608,4.0844,23.311,1085.0,549.68,133.68,11.75,2.6685,88.962,1
1279,5.2221,1027.8,80.929,4.0989,23.348000000000003,1085.3,549.99,133.69,11.727,3.0372,89.62,1
1280,5.4035,1028.1,82.875,4.0919,23.365,1085.1,549.75,133.51,11.703,2.9204,88.51299999999999,1
1281,5.632999999999999,1028.5,82.415,4.0835,23.374000000000002,1084.9,550.02,133.34,11.753,2.645,88.079,1
1282,5.7625,1028.9,83.325,5.1311,31.145,1096.0,529.55,158.9,13.772,1.2499,69.097,1
1283,6.0417,1029.0,83.72399999999999,5.4133,33.214,1100.1,524.21,166.3,14.392000000000001,0.51752,64.005,0
1284,6.1005,1029.4,84.836,5.4651,33.435,1100.0,523.31,166.95,14.388,0.43206999999999995,64.148,0
1285,5.9681,1029.7,86.743,5.4121,33.126,1100.1,524.53,166.75,14.282,0.5062399999999999,64.4,0
1286,5.9629,1029.4,88.62799999999999,5.4652,33.486999999999995,1100.1,523.34,167.4,14.390999999999998,0.5497,63.839,0
1287,6.1661,1028.7,90.59200000000001,5.3728,32.65,1100.2,526.07,165.4,14.123,0.3814,63.833999999999996,0
1288,6.7619,1028.3,91.162,5.5091,33.359,1100.2,523.73,166.3,14.370999999999999,0.041065,62.174,0
1289,8.6609,1028.2,86.964,5.5054,33.071999999999996,1100.3,525.46,164.05,14.312000000000001,1.6674,65.61399999999999,0
1290,8.8271,1028.9,85.601,5.4692,32.782,1100.1,526.86,163.5,14.149000000000001,1.7522,65.365,0
1291,8.7158,1029.3,85.73100000000001,5.5036,33.067,1099.9,525.6,164.16,14.204,1.7274,64.793,0
1292,8.5525,1029.5,85.228,5.5167,33.243,1100.0,525.03,164.65,14.248,1.6353,65.255,0
1293,8.4878,1029.7,84.40899999999999,5.5004,33.163000000000004,1099.9,525.06,164.46,14.323,1.726,66.405,0
1294,8.4755,1029.5,85.024,4.1292,23.551,1085.7,550.06,134.52,11.939,2.4277,84.60700000000001,1
1295,8.4566,1029.3,84.789,4.1682,23.840999999999998,1087.3,549.91,135.53,12.027000000000001,1.8544,82.523,1
1296,8.354,1029.2,83.461,4.1639,23.881999999999998,1087.6,549.99,135.77,12.011,1.2953,81.822,1
1297,8.2788,1028.9,84.05,4.13,23.566999999999997,1085.5,549.98,134.38,11.849,1.4793,82.13799999999999,1
1298,8.1684,1029.0,83.105,4.0962,23.418000000000003,1084.5,549.9,133.69,11.795,1.6528,82.74799999999999,1
1299,8.0706,1029.0,81.697,4.0959,23.426,1085.0,550.13,133.68,11.86,1.8325,84.021,1
